2013-11-05 20:10:28.307~Precognitive~5~1
2013-11-05 20:10:28.307~Precognitive~6~2
2013-11-05 20:10:28.307~Precognitive~7~3
2013-11-05 20:10:28.307~Precognitive~10~4
2013-11-05 20:10:28.307~Precognitive~11~5
2013-11-05 20:15:35.13~Autobiographer~1~6
2013-11-05 20:15:35.13~Autobiographer~2~7
2013-11-05 20:15:35.13~Autobiographer~3~8
2013-11-05 20:15:35.13~Autobiographer~5~9
2013-11-05 20:15:35.13~Autobiographer~9~10
2013-11-05 20:15:35.13~Autobiographer~10~11
2013-11-05 20:15:35.13~Autobiographer~11~12
2013-11-05 20:20:10.373~Informed~17~13
2013-11-05 20:22:48.213~Informed~16~14
2013-11-05 20:25:35.127~Autobiographer~16~15
2013-11-05 20:25:35.127~Student~8~16
2013-11-05 20:25:35.127~Supporter~12~17
2013-11-05 20:25:35.127~Supporter~16~18
2013-11-05 20:25:35.127~Supporter~17~19
2013-11-05 20:35:35.08~Autobiographer~18~20
2013-11-05 20:40:41.963~Autobiographer~19~21
2013-11-05 20:40:41.963~Editor~8~22
2013-11-05 20:40:41.963~Supporter~4~23
2013-11-05 20:40:41.963~Supporter~18~24
2013-11-05 20:40:41.963~Teacher~6~25
2013-11-05 20:40:41.963~Teacher~18~26
2013-11-05 20:45:41.843~Autobiographer~21~27
2013-11-05 20:45:41.843~Editor~17~28
2013-11-05 20:45:41.843~Supporter~6~29
2013-11-05 20:45:41.843~Supporter~19~30
2013-11-05 20:45:41.843~Supporter~22~31
2013-11-05 20:45:41.843~Teacher~17~32
2013-11-05 20:50:41.87~Autobiographer~23~33
2013-11-05 20:50:41.87~Autobiographer~24~34
2013-11-05 20:50:41.87~Supporter~8~35
2013-11-05 20:55:41.85~Autobiographer~25~36
2013-11-05 20:55:41.85~Supporter~15~37
2013-11-05 21:00:41.983~Student~18~38
2013-11-05 21:05:41.9~Autobiographer~27~39
2013-11-05 21:05:41.9~Supporter~9~40
2013-11-05 21:10:28.21~Quorum~18~41
2013-11-05 21:10:28.21~Quorum~17~42
2013-11-05 21:10:28.21~Quorum~22~43
2013-11-05 21:10:28.21~Precognitive~21~44
2013-11-05 21:10:28.21~Precognitive~18~45
2013-11-05 21:10:28.21~Precognitive~26~46
2013-11-05 21:21:04.44~Teacher~22~47
2013-11-05 21:31:04.287~Autobiographer~32~48
2013-11-05 21:41:31.763~Student~12~49
2013-11-05 21:41:31.763~Supporter~32~50
2013-11-05 21:46:31.65~Autobiographer~35~51
2013-11-05 21:46:31.65~Supporter~5~52
2013-11-05 21:46:31.65~Teacher~15~53
2013-11-05 21:47:07.493~Informed~35~54
2013-11-05 21:51:32.517~Student~17~55
2013-11-05 21:51:32.517~Supporter~35~56
2013-11-05 21:56:31.73~Autobiographer~37~57
2013-11-05 21:56:31.73~Editor~22~58
2013-11-05 21:56:31.73~Custodian~20~59
2013-11-05 22:01:32.353~Autobiographer~41~60
2013-11-05 22:01:32.353~Editor~18~61
2013-11-05 22:01:32.353~Student~37~62
2013-11-05 22:06:33.037~Supporter~37~63
2013-11-05 22:06:33.037~Supporter~41~64
2013-11-05 22:10:28.213~Quorum~15~65
2013-11-05 22:10:28.213~Precognitive~37~66
2013-11-05 22:10:28.213~Precognitive~31~67
2013-11-05 22:10:28.213~Precognitive~33~68
2013-11-05 22:10:28.213~Precognitive~30~69
2013-11-05 22:10:28.213~Precognitive~35~70
2013-11-05 22:11:49.923~Scholar~8~71
2013-11-05 22:11:49.923~Supporter~26~72
2013-11-05 22:16:49.437~Autobiographer~46~73
2013-11-05 22:21:49.557~Supporter~46~74
2013-11-05 22:31:49.55~Custodian~18~75
2013-11-05 22:36:49.843~Supporter~48~76
2013-11-05 22:46:49.45~Autobiographer~49~77
2013-11-05 22:46:49.45~Scholar~17~78
2013-11-05 22:46:49.45~Teacher~8~79
2013-11-05 22:46:49.45~Teacher~10~80
2013-11-05 22:51:49.587~Teacher~41~81
2013-11-05 22:56:49.707~Supporter~50~82
2013-11-05 22:56:49.707~Teacher~48~83
2013-11-05 23:10:28.297~Precognitive~50~84
2013-11-05 23:10:28.297~Precognitive~51~85
2013-11-05 23:36:49.53~Editor~41~86
2013-11-06 00:10:28.247~Quorum~12~87
2013-11-06 00:11:49.66~Organizer~17~88
2013-11-06 00:11:49.66~Custodian~12~89
2013-11-06 01:06:49.847~Supporter~55~90
2013-11-06 01:10:28.46~Precognitive~53~91
2013-11-06 01:10:28.46~Precognitive~56~92
2013-11-06 01:21:49.687~Student~56~93
2013-11-06 01:56:49.73~Editor~56~94
2013-11-06 02:01:49.977~Supporter~56~95
2013-11-06 02:10:28.317~Precognitive~57~96
2013-11-06 03:06:49.87~Supporter~59~97
2013-11-06 04:16:50.033~Teacher~57~98
2013-11-06 04:51:49.927~Supporter~60~99
2013-11-06 06:02:56.58~Informed~61~100
2013-11-06 06:41:50.043~Supporter~62~101
2013-11-06 07:16:50.1~Autobiographer~63~102
2013-11-06 07:21:50.033~Autobiographer~64~103
2013-11-06 07:21:50.033~Supporter~64~104
2013-11-06 07:31:50.05~Autobiographer~65~105
2013-11-06 07:36:50.03~Autobiographer~66~106
2013-11-06 07:36:50.03~Autobiographer~67~107
2013-11-06 07:36:50.03~Supporter~65~108
2013-11-06 07:38:10.133~Informed~66~109
2013-11-06 07:41:50.073~Autobiographer~68~110
2013-11-06 07:41:50.073~Autobiographer~69~111
2013-11-06 07:41:50.073~Supporter~67~112
2013-11-06 07:46:50.02~Nice Answer~6~113
2013-11-06 07:46:50.02~Student~48~114
2013-11-06 07:51:50.063~Autobiographer~70~115
2013-11-06 07:51:50.063~Supporter~70~116
2013-11-06 07:56:50.057~Autobiographer~71~117
2013-11-06 07:56:50.057~Supporter~72~118
2013-11-06 07:56:58.49~Informed~68~119
2013-11-06 08:01:50.13~Supporter~68~120
2013-11-06 08:06:50.283~Teacher~70~121
2013-11-06 08:10:28.46~Precognitive~71~122
2013-11-06 08:10:28.46~Precognitive~65~123
2013-11-06 08:10:28.46~Precognitive~74~124
2013-11-06 08:10:28.46~Precognitive~63~125
2013-11-06 08:10:28.46~Precognitive~69~126
2013-11-06 08:11:50.06~Autobiographer~74~127
2013-11-06 08:25:14.82~Informed~7~128
2013-11-06 08:26:50.193~Supporter~7~129
2013-11-06 08:41:50.317~Autobiographer~77~130
2013-11-06 08:41:50.317~Student~73~131
2013-11-06 08:41:50.317~Teacher~71~132
2013-11-06 08:46:50.11~Autobiographer~78~133
2013-11-06 08:46:50.11~Autobiographer~79~134
2013-11-06 08:46:50.11~Teacher~75~135
2013-11-06 08:51:50.23~Teacher~37~136
2013-11-06 08:56:50.467~Supporter~79~137
2013-11-06 09:01:50.307~Student~68~138
2013-11-06 09:01:50.307~Supporter~77~139
2013-11-06 09:10:30.193~Precognitive~79~140
2013-11-06 09:10:30.193~Precognitive~80~141
2013-11-06 09:10:30.193~Precognitive~82~142
2013-11-06 09:10:30.193~Precognitive~75~143
2013-11-06 09:11:50.153~Autobiographer~83~144
2013-11-06 09:11:50.153~Student~79~145
2013-11-06 09:11:50.153~Teacher~77~146
2013-11-06 09:21:50.19~Critic~18~147
2013-11-06 09:21:50.19~Critic~62~148
2013-11-06 09:21:50.19~Supporter~85~149
2013-11-06 09:26:50.14~Nice Answer~48~150
2013-11-06 09:26:50.14~Supporter~86~151
2013-11-06 09:36:50.397~Organizer~18~152
2013-11-06 09:46:50.443~Supporter~87~153
2013-11-06 09:49:57.867~Mortarboard~17~154
2013-11-06 09:56:50.383~Organizer~85~155
2013-11-06 10:01:50.273~Supporter~25~156
2013-11-06 10:10:29.97~Quorum~41~157
2013-11-06 10:10:29.97~Precognitive~88~158
2013-11-06 10:10:29.97~Precognitive~85~159
2013-11-06 10:16:50.377~Autobiographer~89~160
2013-11-06 10:26:50.22~Editor~57~161
2013-11-06 10:26:50.22~Organizer~87~162
2013-11-06 10:31:50.323~Student~88~163
2013-11-06 11:01:50.327~Supporter~40~164
2013-11-06 11:10:30.043~Quorum~37~165
2013-11-06 11:10:30.043~Quorum~70~166
2013-11-06 11:36:50.373~Scholar~88~167
2013-11-06 11:41:50.37~Supporter~88~168
2013-11-06 12:42:02.507~Autobiographer~90~169
2013-11-06 12:57:11.623~Supporter~63~170
2013-11-06 13:02:11.117~Nice Answer~22~171
2013-11-06 13:17:15.127~Autobiographer~91~172
2013-11-06 13:22:15.12~Nice Answer~17~173
2013-11-06 13:22:15.12~Supporter~91~174
2013-11-06 13:37:15.227~Scholar~48~175
2013-11-06 13:47:17.3~Editor~37~176
2013-11-06 13:47:17.3~Supporter~92~177
2013-11-06 13:52:17.37~Supporter~93~178
2013-11-06 14:07:17.39~Enlightened~22~179
2013-11-06 14:12:17.34~Commentator~12~180
2013-11-06 14:17:26.053~Nice Question~8~181
2013-11-06 14:22:26.177~Editor~77~182
2013-11-06 14:22:26.177~Editor~79~183
2013-11-06 14:22:26.177~Custodian~77~184
2013-11-06 14:32:26.09~Autobiographer~94~185
2013-11-06 14:47:28.807~Autobiographer~95~186
2013-11-06 14:47:28.807~Supporter~95~187
2013-11-06 14:52:28.85~Editor~63~188
2013-11-06 15:17:31.667~Autobiographer~96~189
2013-11-06 15:27:31.837~Supporter~98~190
2013-11-06 15:32:31.837~Teacher~85~191
2013-12-04 15:58:17.52~Quorum~68~1569
2013-12-04 20:39:07.707~Supporter~244~1570
2013-12-04 21:20:01.44~Enthusiast~5~1571
2013-12-04 22:35:11.657~Nice Question~176~1572
2013-12-04 22:35:11.657~Supporter~245~1573
2013-12-04 22:35:38.64~Informed~245~1574
2013-12-05 00:20:48.577~Enthusiast~99~1575
2013-12-05 09:08:48.77~Autobiographer~246~1576
2013-12-05 09:08:48.77~Supporter~246~1577
2013-12-05 10:04:03.817~Enthusiast~57~1578
2013-12-05 10:44:05.92~Enthusiast~70~1579
2013-12-05 12:11:09.107~Supporter~247~1580
2013-12-06 09:31:28.157~Autobiographer~251~1581
2013-12-06 10:06:42.023~Autobiographer~252~1582
2013-12-06 10:59:22.653~Precognitive~252~1583
2013-12-07 00:28:07.767~Autobiographer~255~1584
2013-12-07 03:49:00.213~Nice Answer~17~1585
2013-12-07 09:51:42.35~Autobiographer~256~1586
2013-12-07 09:51:42.35~Supporter~256~1587
